,unnamed: 0,sentence
2223,2223.0,Mmaze emyaka mingi nga sibeera na jjeeke mu mmotoka.
2224,2224.0,Omukyala abadde asinga okuwoggana mu ddwaliro azadde bulungi.
2225,2225.0,Enva endiirwa zikoze kinene nnyo mu kunyiriza abaana.
2226,2226.0,Tekyandibadde kirungi omusawo okusooka okusaba omulwadde ensimbi nga tannamukolako
2227,2227.0,Amalwaliro g'obwanannyini gajjanjaba bulungi okusinga aga gavumenti.
2228,2228.0,Nawulira empewo nnyingi nga naakamala okuzaala.
2229,2229.0,Abasawo b'ekinnansi beetaaga kuwandiisibwa okuggyamu abafere.
2230,2230.0,Mbu nina okutwala omwana okugemebwa.
2231,2231.0,Obulwadde bw'e China butandise okusaasaanira ensi yonna.
2232,2232.0,Akulira eddwaliro ly'awo musajja wa kisa nnyo.
2233,2233.0,Tekyandibadde kirungi amasannyalaze okuzikira mu malwaliro.
2234,2234.0,Muwala wange agenda kufumbirwa musawo wa bwongo.
2235,2235.0,Ekintamisa eddwaliro eryo kulinnya madaala kuba w'otuukira waggulu ng'okooye.
2236,2236.0,Munnange abalwadde bakusobera bw'amala okuwona tayagala kusasula.
2237,2237.0,Nina kulinda kujjanjaba okw'ekikungo nsobole okwejjanjabisa.
2238,2238.0,Eddwaliro eryo baalisiga langi munnange ne linyirira.
2239,2239.0,Nazzikuno nga abasawo tebabulwa mirimu naye kati nabo bayagga bambi.
2240,2240.0,Maama tuulirako awo nga bw'olinda omusawo amalirize gw'ali naye munda.
2241,2241.0,Addako ayingire munda mu kasenge namba kikumi.
2242,2242.0,Mulwadde ki alese ekipande ky'omwana we wano?
2243,2243.0,Ebbugumu lingi nnyo bikkula ku mwana oyo afune ku mpewo.
2244,2244.0,Nnyabo genda ozaalire w'obadde onywera eddagala.
2245,2245.0,Si kirungi omukyala eyakazaala kutambula lugendo luwanvu.
2246,2246.0,Bambi omusajja oyo abeereddewo nnyo mukyala we nga muzito.
2247,2247.0,Abalwadde abazze okugemebwa Hepatitis B omulundi ogusooka bangi nnyo.
2248,2248.0,Abalwadde abasigaddewo bagende bagira batuula mu weema eri eddako.
2249,2249.0,Temwesindika mwenna tugenda kubajjanjaba muggwewo.
2250,2250.0,Omulwadde oyo nga ali bubi nnyo mumutwale e Mulago wano tetujja mmusobola.
2251,2251.0,Nnyingiddeko mu ggwanika naye katono nseseme.
2252,2252.0,Si kirungi kumira ddagala nga tonnalya kantu konna.
2253,2253.0,Ono ye mukyala eyasookera ddala okuzaalira mu ddwaliro lyaffe wano.
2254,2254.0,Ennaku zino ssennyiga mungi nnyo mu bantu.
2255,2255.0,Naye tekinologiya yatuyamba nnyo okudibya enkola y'okkuba empiso ku kabina.
2256,2256.0,Omusajja mukulu naye awogganye nga bamufumita empiso okumuggyako omusaayi.
2257,2257.0,Akayiso akagema olukusense kaluma nnyo okusinga obulala.
2258,2258.0,Ekipande kyange ekyampeebwa nga bangema yellow fever sikiraba.
2259,2259.0,Eddwaliro eryo lijjanjaba bulungi naye abantu tebalimanyi.
2260,2260.0,Abazze okukola ku mannyo mutusonyiwemu dokita agakolako tannatuuka.
2261,2261.0,Obukyafu obuli mu ddwaliro eryo bwe bwa lintamisa.
2262,2262.0,Musawo bambi nkolako mangu omulwadde wange ali bubi nnyo.
2263,2263.0,Emisuwa gyange ne bwe bagisiba girwawo okulabika okunzigyako omusaayi.
2264,2264.0,Nali simanyi nti ne ku mutwe bateekako kanula.
2265,2265.0,Omulwadde abadde mu kasenge namba nnya asiibuddwa okuva mu ddwaliro.
2266,2266.0,Emifaaliso mugiggye ku bitanda mwenna musobole okugyako.
2267,2267.0,Leero Katonda atuwadde abalwadde bangi okusinga ku ba bulijjo.
2268,2268.0,Eyabadde yeefudde dokita ng'aggyako abantu ssente akwatiddwa.
2269,2269.0,Emitendera emingi mu kutandika eddwaliro gya nnemesa ekirooto kyange.
2270,2270.0,Naye okujjanjaba kwaffe okw'ekinnansi nakwo kwali kulungi.
2271,2271.0,Okimanyi nti abantu abedda baawangaalanga nnyo okusinga aba kati?
2272,2272.0,Buli muntu yandiriddenga bulungi.
2273,2273.0,Dduyiro oyo mulungi naye nze yannema okukola buli lunnaku.
2274,2274.0,Kyokka abasawo abajja ku mulimu nga batamidde bakusobera.
2275,2275.0,Abo bonna b'olaba abawanikiddwa amagulu mu ddwaliro bavuzi ba boda boda.
2276,2276.0,Olina kukola masomo ga saayanseezi okusobola okufuuka omusawo.
2277,2277.0,Omwana wange oyo ayagala kubeera musawo ng'akuze.
2278,2278.0,Bw'ofumbirwa omusawo omanya nti ennyumba oli wakugisulangamu wekka.
2279,2279.0,Mulina kukeberanga ku kipande musobole okumanya ennaku zammwe.
2280,2280.0,Emirembe gye gyeyongera omwavu tajja kusobola kujjanjabirwa mu malwaliro.
2281,2281.0,Tukukyusirizza mu mpeke z'obadde omira kuba obulwadde bugaanye.
2282,2282.0,Yagenze mu ddwaliro nga alabika mulamu naye munnange eyo gye yafiiridde.
2283,2283.0,Kasita olwala kansa omanya nti teri ddagala ligenda kukuwonya.
2284,2284.0,Oyo omukazi awangadde n'obulwadde bwa mukenenya.
2285,2285.0,Abasiraamu banguwa okuziika abafu baabwe basobole okusisinkana amangu katonda waabwe.
2286,2286.0,Amaziga gamuyiseemu nga bamubikidde muganda we abadde abeera ebweru.
2287,2287.0,Akubye omulanga nga bamubuulidde nti alina akawuka akaleeta mukenenya.
2288,2288.0,Mukwano gwange baamugaanye okugenda e Buwarabu kuba baamusanzeemu akafuba.
2289,2289.0,Ekisaawe kyaffe eky'ennyonnyi kye kibadde kisinga obubi mu Africa.
2290,2290.0,Ebizibu tebimanya nnyumba mbi kuba abadde yakafiirwa ate kati naye ali ku kitanda.
2291,2291.0,Eddagala mulina kuliggyirayo ku kaddirisa kali akookubiri.
2292,2292.0,Kyewuunyisa omusawo ajjanjaba obulwadde okufa obulwadde bwe bumu.
2293,2293.0,Obulwadde bulumye nnyo omukyala oyo bambi.
2294,2294.0,Ekitundu ky'omubiri kyonna bwe kirwala toyinza kwebaka.
2295,2295.0,Ojja kunywako ebijiiko bibiri ku lino eddagala buli lunaku.
2296,2296.0,Edda twanywanga ttampeko emu ey'omululuuza ne tuwona.
2297,2297.0,Oba lwaki buli ddagala ly'omusujja liba likaawa nnyo?
2298,2298.0,Kwata amazzi gano omizise eddagala lyo.
2299,2299.0,Teweerabira okuyitako ku kiriniki wali ofune eddagala ly'omusaayi.
2300,2300.0,Embwa za kuno kwonna zeetaaga okugemebwa.
2301,2301.0,Omusajja eyatomerwa endiga teyandisaanye kutwala muwala wa bandi.
2302,2302.0,Abasajja baluyongoyongo baabakoledde eddagala eribawa essanyu.
2303,2303.0,Ekiwundu ekyo kyetaaga kuteekako ssere kisobole okuwona.
2304,2304.0,Omukyala avuddemu omusaayi mungi kuba ekirira bakisaze bubi.
2305,2305.0,Omwana munda mu lubuto aba alya ku mmere maama we gy'alyako.
2306,2306.0,Ka ttivi kalaga nti olina mwana muwala mu lubuto lwo.
2307,2307.0,Obulwadde bwa sukaali buluma nnyo okukira Hepatitis B.
2308,2308.0,Omwana wange yeerumika nnyo nga akyali muto.
2309,2309.0,Yazirika oluvannyuma lw'okumugamba nti omwami we yawasa dda namba bbiri.
2310,2310.0,Kasasiro w'omuddwaliro ayawulwamu okusinziira ku bulabe bw'alina.
2311,2311.0,Nkeberaako mu liiso muguddemu akawuka naye kansiiwa luno.
2312,2312.0,Kebera ku ddagala lyo nga tonnalimira olabe oba terinnayitako.
2313,2313.0,Nze nvaako sinnatuuka kufumbirwa nkyasoma.
2314,2314.0,Olumutuusizza mu ddwaliro bamuteereddewo ku macupa g'amazzi.
2315,2315.0,Abaana b'essomero eryo bambala yunifoomu ennungi
2316,2316.0,Eryo essomero lyayisizza abaana bangi mu ddaala erisooka.
2317,2317.0,Omusomesa eyakubye omwana bamusibye.
2318,2318.0,Bw'oba oyagala omwana abeere mukwano gwo tomukuba.
2319,2319.0,Njagala nnyo omusomesa wange ow'Olungereza.
2320,2320.0,Nze nsinga okuwandiika obulungi mu kibiina.
2321,2321.0,Mwana ki akasuse ennoni ku lubaawo?
2322,2322.0,Ndi musanyufu nnyo olw'omwana wange okutandika okusoma.
2323,2323.0,Oyo ye musomesa avunaanyizibwa ku kusula kw'abaana.
2324,2324.0,Ssente zange ezibadde ku buliri wano ani aziggyewo?
2325,2325.0,Omusomesa akubye abayizi be olw'okugwa ebigezo.
2326,2326.0,Omwana wange olubadde okuva ku ssomero n'alwala.
2327,2327.0,Abayizi ab'eddira ennyonyi mungoberere mbatwale we tunaasisinkanga.
2328,2328.0,Omuguzi w'ettaka abadde azze n'abapunta akubiddwa emiggo.
2329,2329.0,Mwe abasigadde mu kibiina temulina bye mugenda kulya?
2330,2330.0,Omuyizi eyakubye omusomesa agobeddwa ku ssomero.
2331,2331.0,Omusomesa azadde akaana kaddugavu nnyo kyokka nga ye mweru.
2332,2332.0,Abadduukirize okuli abakyala n'abaami bayambye mu kuzikiza omuliro ku ssomero.
2333,2333.0,Katemba w'okwekalakaasa ku ssomero ayingiddemu poliisi.
2334,2334.0,Abayizi abamu basaakiriza nnyo banaabwe basobole okulwana.
2335,2335.0,Oyo ye musomesa yekka awuliriza abayizi n'asalawo ekituufu.
2336,2336.0,Engatto zange ezisoma zaayulise.
2337,2337.0,Omusomesa akubiriza ennyo abaana ku ssomero bamukyawa.
2338,2338.0,Tugende tutuule wali mu kasiikirize.
2339,2339.0,Abayizi b'essomero lino balina obugaali kwe batambulira.
2340,2340.0,Abantu bangi balina ddiguli naye basuubuzi mu katale.
2341,2341.0,Tuludde okunywa ku mata g'embuzi.
2342,2342.0,Omuti ogubadde guliraanye ekisulo ky'abawala gugudde.
2343,2343.0,Amasannyalaze gaagenda ku ssomero lyaffe kati tukozesa generator.
2344,2344.0,Ezo emboga ze tugenda okulya olwaleero ffe abaazeerimira.
2345,2345.0,Ababbi abazze okubba ku ssomero lyaffe bakubiddwa abayizi.
2346,2346.0,Omukuumi wa geeti yaffe ku ssomero bamubbyeko akasaale nga yeebase.
2347,2347.0,Omukulu w'essomero gwe baakakyusa okudda mu lino mukambwe nnyo.
2348,2348.0,Amazzi gaabuze ku ssomero lyonna kati tugenda gganona ku luzzi.
2349,2349.0,Omusomesa oyo anteeka ku bunkenke buli lw'ayingira mu kibiina kyaffe.
2350,2350.0,Oyo omwana muganda w'oli gwe baakubira emiggo ku assembly.
2351,2351.0,Muntu ki eyakuwadde data oyo gw'okozesa ku ssimu yo?
2352,2352.0,Oyo omwana gw'ali mu kkuba bw'atyo yamukoze ki?
2353,2353.0,Tudduke nnyo omusomesa oyo kaatulabye eyatwalula esiridde.
2354,2354.0,Okuva lwe nayingira mu ssomero lino nafuna emikwano mingi.
2355,2355.0,Nsomedde mu ssomero lino okumala emyaka mukaaga.
2356,2356.0,Mu luwummula nja kuba ntunda mu dduuka.
2357,2357.0,Nsuubira okuyita ebigezo kuba neetegese bulungi ekimala.
2358,2358.0,Naye ku amasomero agamu gakuba nnyo abayizi embooko.
2359,2359.0,Ekyannemesa okusoma okugenda ewala gyali miggo mingi gye baatukubanga.
2360,2360.0,Waliwo eyayanudde engoye zange ku waya kyokka tazizza.
2361,2361.0,Omusomesa oyo atusoma amannya buli ku makya n'ekawungeezi okulaba abataliiwo.
2362,2362.0,Oba lwaki abayizi bangi beetamwa okusoma?
2363,2363.0,Ojjukira ki ku lunaku lwo olwasooka nga waakagenda ku ssomero?
2364,2364.0,Tewali kinakuwaza nga kudda waka nga baakuterekedde emirimu.
2365,2365.0,Ennaku eruma nga ozze ewaka okuva ku ssomero nga tewali kaakulya.
2366,2366.0,Si kirungi kusala kibiina olw'okwagala okulaba omupiira mu bibanda.
2367,2367.0,Lwaki togaba yunifoomu eno ate nga tokyagyambala?
2368,2368.0,Tugende tuliire wali wansi w'omuti gw'omuyembe kuba wano wajjude.
2369,2369.0,Kizibu nnyo okusirika mu kibiina nga otudde n'emikwano gyo.
2370,2370.0,Sisobola kkwata bye nsoma mu mutwe nga ntaddeko laadiyo.
2371,2371.0,Nsanyuka nnyo nga omusomesa ateekeddwa okutusomesa ayosezza.
2372,2372.0,Bw'owulira erinnya lyo nga lisomeddwa nga owanika omukono.
2373,2373.0,Bintu ki by'oyagala ne by'otayagala ku ssomero lino?
2374,2374.0,Njagala nnyo essomero lino kuba liwa omwana wange emirembe.
2375,2375.0,Nze ngenda okuba nga mbasomesa olulimi Oluganda mu lusoma luno.
2376,2376.0,Abaana bawoggannye nnyo nga omusomesa ayogedde Olungereza olumenyefu.
2377,2377.0,Mpa ensonga ttaano lwaki tewazze kusoma ku lwokutaano?
2378,2378.0,Mwanguwe kuba emmere etera okuggwayo amangu.
2379,2379.0,Ka tutandike olusoma lw'olwaleero nga twejjukanya ku bye twasomye eggulo.
2380,2380.0,Ani ayinza okugezaako okwanukula ekibuuzo kyange?
2381,2381.0,Nsinga kwagala musomesa wa kubala kuba teyeeganya kuddamu ng'omubuuziza.
2382,2382.0,Engeri omusomesa oyo gy'awandiikamu yandibadde musawo kuba be bawandiika obubi.
2383,2383.0,Bwe muba nga temulina bya kumbuuza nze ka mbabuuze.
2384,2384.0,Omusomesa akubye buli muyizi abadde awoggana mu kibiina.
2385,2385.0,Katonda yeebale kubanga otandise okuwona.
2386,2386.0,Awoggana nga gwe bakuba empiso
2387,2387.0,Omwana oyo alabika alina ebizibu bingi kuba teyeetaba mu banne.
2388,2388.0,Mbadde seetegerezanga bunene bwa mutwe gwe.
2389,2389.0,Si kya magezi okwogera nga n'omusomesa ayogera.
2390,2390.0,Tewaba abikkula olupapula lwe okutuusa nga mbagambye.
2391,2391.0,Omwana wa ddobi amanyi okuzinga engoye.
2392,2392.0,Akwatiddwa nga atoloka mu ssomero ne bamuyisa omuzadde.
2393,2393.0,Tugende ku dduuka tufuneyo ku byokulya.
2394,2394.0,Ani asobola okutuwandiikira erinnya lye ku lubaawo?
2395,2395.0,Omusomesa w'Oluswayiri asomesa bulungi abayizi.
2396,2396.0,Omusomesa eyali omugezi omulabirawo.
2397,2397.0,Oba obudde bwaffe bwayonoonekera ki mu kusoma amasomo agamu?
2398,2398.0,Ndi mweraliikirivu nti tetugenda kweyongerayo kusoma kuba taata ali ku kitanda.
2399,2399.0,Nali neegwanyiza omuwala oyo nga tukyasoma.
2400,2400.0,Abayizi ab'omukibiina ekisooka be bakyakwatiridde essomero lyaffe mu kuvuganya.
2401,2401.0,Nategeezezza omusomesa w'emizannyo nti abaana abalina talanta basomere bwereere.
2402,2402.0,Ddamu ombuulire ssettendekero ki mwe wafunira ddiguli?
2403,2403.0,Nkyebuuzaamu oba mukwano gwange yatikiddwa.
2404,2404.0,Tutuuse we tutereka amagaali nga gonna gagudde wansi.
2405,2405.0,Abaana abakwatiddwa nga babba ebibuuzo babatutte mu woofiisi y'omukulu w'essomero.
2406,2406.0,Njagala kwogeramu naawe ku byabaddewo eggulo mu kyalo.
2407,2407.0,Naffe mu mwaka ogwasooka twali bangi mu kibiina okusinga ab'omwaka guno.
2408,2408.0,Nze omu ku bayizi abaatandikawo enkola y'okusoma amawulire  ku ssomero.
2409,2409.0,Mukwano gwange teyasomye kubanga yafiiriddwa.
2410,2410.0,Akatabo ako wakaggya wa?
2411,2411.0,Mu tterekero ly'ebitabo nasanga eyo bbayibuli byokka.
2412,2412.0,Okimanyi abayizi baasulanga wabweru wa ssomero kyokka nga bazadde baabwe balowooza nti basula munda?
2413,2413.0,Eggulo nawulidde omwana w'omusomesa atukuba ennyo ng'ayimbira mu kibiina.
2414,2414.0,Omuyizi eyajaguza amazaalibwa ge mu kibiina baamutomedde.
2415,2415.0,Mbadde nina okubeera mu lukiiko lw'essomero y'ensonga lwaki omwana wange mmunonye kikeerezi.
2416,2416.0,Enku ze baaleetera essomero omulundi guno tezaaka bulungi.
2417,2417.0,Mulimu ki gw'obadde okola ku kyeyo?
2418,2418.0,Bampitira omulimu gw'okunaaza abakadde e Bungereza ne ngaana okugendayo.
2419,2419.0,Obwavu bw'ennaku zino buluma nnyo okusinga obw'edda kuba ebyetaagisa kati bingi.
2420,2420.0,Omulundi gwange ogwasooka okulinnya ennyonyi yampisa bubi nnyo.
2421,2421.0,Omuwala eyavudde ku kyeyo yeetuze.
2422,2422.0,Omuwala eyafunira olubuto ku kyeyo bamukomezzaawo kuno okwaffe.
2423,2423.0,Tosirikira mize ng'ogirabye mu bantu wandiba oyina b'osobola okutaasa.
2424,2424.0,Ekyatuuka ku mwami wange sikitegeera yali tayagala kumperekerako mu ddwaliro.
2425,2425.0,Essaati eyo nno nagigula luli mu katale k'omubuulo.
2426,2426.0,Nsaba kundagirirako ku mmotoka ezisaabaza abantu abagenda e Masaka we zisimba.
2427,2427.0,Omusajja oyo abadde atadde obulamu bwaffe mu matigga ng'ayagala kuvuga ng'atamidde.
2428,2428.0,Okusinziira ku kigere ekyo tewali ngatto eyinza kkutuuka okugyako nga bakkoledde nkolere.
2429,2429.0,Ekibanda ky'amanda eky'ewange emiryango kiyidde ne kisaanawo.
2430,2430.0,Enkuba etonnye eno ebaddemu omuzira abaana ne bagunuuna.
2431,2431.0,Ensiri nnyingi nnyo oyinza n'okulooza nti bazaaluza bwaluza.
2432,2432.0,Kyokka namugamba nti todda mu buliri ku makya kuba kitwala emikisa gyaffe n'agaana.
2433,2433.0,Omukazi yeefunyiridde okukola ekiwempe kyokka kimulemye okumalirirza.
2434,2434.0,Twayombaganye ne mukyala wange nga entabwe eva kukulwawo kujjula mmere.
2435,2435.0,Embalabe zimmazeeko emyaka abiri naye tezigenda.
2436,2436.0,Oba lwaki ssekoko zibiika mu nsiko ate nga zibeera waka?
2437,2437.0,Twagenze okuziikirako mukozi munnaffe naye twamuziise wala.
2438,2438.0,Omuvubuka avuga pikipiki ennene ayagalwa abawala bangi.
2439,2439.0,Omuwala oyo mulungi naye nga alina olugambo tabeereka naye.
2440,2440.0,Ekiseera kye namala mu kkomera kyandaga emikwano n'abalabe.
2441,2441.0,Nannyini nju zaffe ayagala nnyo ssente okutuuka okutusasuza ttooyi ku nyumba kwe tusula!
2442,2442.0,Maama amperezza emmere nnyingi era ngenda kumala akabanga nga sigula mmere.
2443,2443.0,Yasanze omusota mu kaabuyonjo.
2444,2444.0,Yadduse nnyo bwe yawulidde nti eyali mukyala we amenye ennyumba ye okutwala ebintu.
2445,2445.0,Bamulekwa baalwanidde ebintu bya kitaabwe nga engabana egaanye.
2446,2446.0,Abakyala abamu balwawo okwoza mu nviiri zaabwe ne zitandika okuwunya.
2447,2447.0,Wuzi ezitunga engatto ngumu nnyo okusinga ezitunga ebitambaala.
2448,2448.0,Abaana bange baagala nnyo okugenda mu ddundiro ly'ebisolo.
2449,2449.0,Amawulire g'ennaku zino galimu nnyo okuttingana kw'abantu.
2450,2450.0,Olunaku olwaleero eyatandikawo obusikawutu lwe yafa.
2451,2451.0,Nali simanyi nti n'abakazi basobola okuwagira omupiira bwe batyo.
2452,2452.0,Omuwala oyo wa njawulo ku bawala bonna abaali bakoleddeko wano.
2453,2453.0,Olowooza essaawa eyo gye yeesibye ku mukono ya ssente mmeka?
2454,2454.0,Gwe bangatta naye mu kkanisa yansuulawo mu myezi ebiri.
2455,2455.0,Amasimu nga gaakajja mu Uganda omuntu eyagirinanga yagisibanga ku kakondo k'empale.
2456,2456.0,Ate nno mwattu omulembe gugenze gukyuka kuba kati abantu abasinga balina essimu.
2457,2457.0,Emmaali yange bagikwatidde e Busia kati noonya ssente kugiggyayo.
2458,2458.0,Olunaku lwe bansiba lwe namanya nti kizibu okwewala ekkomera.
2459,2459.0,Si kirungi kulowooza nti gwe asinga obulungi n'okutegeera buli w'oli.
2460,2460.0,Gula ku liri edduuka lye twagulako lwe twali tuva mu kyalo.
2461,2461.0,Bwe mbaamu n'akasente ngula nkoko nnansi kuba yo tebagikuba ddagala nga ziri endala.
2462,2462.0,Omusajja oyo mugagga okusinziira ku bikolo by'emwanyi by'alina.
2463,2463.0,Nkubirako ku ssimu ekawungeezi twongere okuwayaamu ku nsonga z'omulimu.
2464,2464.0,Owange abakazi bansobera baagala nnyo obulumi ate gwe w'otuukira okuwumula ennyindo.
2465,2465.0,Obusaanyi bwamalawo omusiri gwange ogwa lumonde.
2466,2466.0,Buli lw'oba ovuga emmotoka siba enzigi ababbi baleme kubba bintu byo emabega.
2467,2467.0,Emmotoka yange enywa bulungi amafuta osobola okugenda e Masaka ku mitwalo ena.
2468,2468.0,"Nkulamusizza ssebo, nsaba kundagirira ku dduuka ly'engoye eriri wano okumpi."
2469,2469.0,Ababbi babbye namba puleeti yange kati baagala ssente okugimpa.
2470,2470.0,Omuntu asaanye okuzimba ekikomera ku nnyumba ye okwetangira bakyalakimpadde.
2471,2471.0,Essimu yange yagudde mu mazzi kati tekyakola.
2472,2472.0,Nsaba kunjazika ku ssimu yo nsobole okukubira jjajjange.
2473,2473.0,Omusajja yateekako ekizindalo ku piki piki ye asobole okuwuliriza amawulire ku laadiyo.
2474,2474.0,Gwe wandisirise n'otayogera kuba wanyiizizza dda.
2475,2475.0,Omwami yankuba agakonde ng'antebereza okuba omwenzi.
2476,2476.0,Mwenna mbasaba okwongera okugumiikiriza tulinde omugenyi omukulu atuuke.
2477,2477.0,Empuuta y'ennaku zino tekyawunnya nnyo nga ey'edda.
2478,2478.0,Embwa z'eggobe zaalidde embuzi y'omusirikale.
2479,2479.0,Naye ono munnaffe awandiika engero zino mu mawulire amanyi ky'awandiikako.
2480,2480.0,Bw'ova mu kibuga kyaffe omwezi gumu gwokka osanga kikyuse nnyo.
2481,2481.0,Abaana b'ennaku zino abakulidde mu kibuga tebasobola kuluka mukeeka.
2482,2482.0,Eyo ttooyi erimu ebiyenje bingi byetaaga kufuuyira.
2483,2483.0,Kaabuyonjo eyo yajjula teyeetaaga kugendamu okutuusa nga ekimotoka kiginuunyeemu.
2484,2484.0,Abamu ku baagenda okusembera mu kkanisa baali baana bato.
2485,2485.0,Ababuulizi b'enjiri baluddewo nnyo mu kifo ekyo nga babuulirira.
2486,2486.0,Bambi nsaba kungulirayo ku sabbuuni nga okomawo eka.
2487,2487.0,Mwana gwe nga mbadde ndudde okukulaba wabulira wa?
2488,2488.0,Ssente kati nnyangu okuteeka ku ssimu.
2489,2489.0,Abantu b'oludda lwa mukyala wange banjagala nnyo.
2490,2490.0,Engeri y'okukolamu enviiri ne zitakusiiwa kwe kuzinaabamu.
2491,2491.0,Omusajja oyo abadde ayina ssente nnyingi naye afudde muwuulu.
2492,2492.0,Edda ebbaluwa zaalwanga mu kkubo naye kati mu ddakiika gw'owereza aba agirabye.
2493,2493.0,Mukwano gwange yasalawo awase mukwano gwe ow'omubuto nti y'amutegeera.
2494,2494.0,Kirungi oyogere nga ddala omanyi bulungi ky'ogenda okwogerako.
2495,2495.0,Ssente zibuze nnyo ensangi zino oba mmwe eyo muziraba?
2496,2496.0,Yonna gye mpitidde okutuuka wano ekkubo lijjudde obulipagano bw'emmotoka.
2497,2497.0,Omukazi oyo mugagga nnyo naye yeeyisa nga omwavu.
2498,2498.0,Bw'oba okolola n'olaba omusaayi ddukirawo mu ddwaliro kuba tekisangika.
2499,2499.0,Ssenga ono gwe nonze mu bangi okumala naye ebbanga lye nsigazza ku nsi.
2500,2500.0,Mukwano ku ngeri gy'olabikamu weetaaga tugendeko mu ddwaliro.
2501,2501.0,Yawaayiriza munne nti mubbi kyokka naye ne bamusiba.
2502,2502.0,Abantu bakyuka nnyo emitima kisaaana n'owandiika buli kye mukkiriziganyaako.
2503,2503.0,Amagulu gannuma nnyo sisobola na kutambula kutuuka mu ddiiro.
2504,2504.0,Tondaba okutambuza emiggo nagwa mu kinnya ne mmenyeka.
2505,2505.0,Kabaka wa Buganda yamuwadde yiika y'ettaka ya bwerere.
2506,2506.0,Abako tebannaba kulya ku mmere kyokka enaatera okuggwamu mu ntamu.
2507,2507.0,Tulinze nkuba kutonnya tulyoke tusimbe ensingo mu ttaka.
2508,2508.0,Akawuka katandise okulya ebitooke byange.
2509,2509.0,Bw'oba oli wa kubikka lusuku teweetaaga kubikka ku kitooke kwe nnyini.
2510,2510.0,Olina okusima binnya mu nsalosalo osobole okukwata amazzi agakulukuta.
2511,2511.0,Obusa bukola bungi nnyo mu lusuku.
2512,2512.0,Okulunda obumyu kulimu emigaso mingi nnyo.
2513,2513.0,Buli kintu ku kamyu kya mugaso mu nnimiro omuli n'omusulo gwako.
2514,2514.0,Embwa zaalumye akamyu kange akasinga obukulu ku faamu.
2515,2515.0,Enkoko enzungu zimenya nnyo mu myezi egisooka esatu.
2516,2516.0,Wandirunze enkoko n'ogoba obwavu kuba oganyulwa nnyo mu magi.
2517,2517.0,Enkoko bw'ozirabirira obulungi togenda kweralikirira mu kuweerera abaana.
2518,2518.0,Okulunda embuzi kyangu okusinga enkoko.
2519,2519.0,Owange abakozi b'olina abangi ku nnimiro obasasula otya?
2520,2520.0,Ku nkoko zange olukumi ababbi bandekeddewo kikumi kyokka.
2521,2521.0,Naakalimira entangawuuzi emyaka esatu naye sizifunamu nga bwe njagala.
2522,2522.0,Ennyama y'ente empoomera nnyo okusinga ey'embuzi.
2523,2523.0,Munnange obumyu bwannema okulya olw'enzita abamu gye babuttamu.
2524,2524.0,Afumbidde ku nku aggiisa mangu emmere okusinga afumbidde ku manda.
2525,2525.0,Wandikuuse esseffuliya zonna z'olabako enziro.
2526,2526.0,Noneraako akambe kange ndabika nkaleseeyo mu ggwaatiro.
2527,2527.0,Ebiwata ebyo bikunganyize wano mu kifo kimu.
2528,2528.0,Amazzi otaddemu mangi mu ngano egenda kujerebera.
2529,2529.0,Mukwano gwange yatandika okulima entangawuuzi naye akatale kaagudde.
2530,2530.0,Bw'oba tolina bigambo bituufu bya kukozeseza mu bantu sirikanga busirisi.
2531,2531.0,Yayokyezza mujjawe olwejje lw'amazzi.
2532,2532.0,Baatugambanga nti bw'okuula erinnyo emmese ekuwa ssente.
2533,2533.0,Toyisangamu bantu maaso kuba leero gwe oli mu kifo ekyo enkya mulala.
2534,2534.0,Mukadde wange musaasanyirizaako ssente nnyingi mu bulwadde.
2535,2535.0,Mpitiraako kw'oyo ow'enjala bambi ansale ku njala.
2536,2536.0,Amasannyalaze gayise mu laadiyo yange kati tekyayogera.
2537,2537.0,Obuzannyo bw'oku ttivi buyitiridde obungi weebuuza ne k'ogoberera ne kakubula.
2538,2538.0,Enkuba eyatonnya luli yayonoona ebirime byange.
2539,2539.0,Neewola looni mu banka naye ennemye okusasula.
2540,2540.0,Kizibwe wange namugamba si kirungi kwewola ssente nga tolina mwogenda kuziteeka.
2541,2541.0,Aba looni bagikuwa basekereza naye ekuleme okusasula lw'ojja okulaba obukambwe bwabwe.
2542,2542.0,Essowaani ya taata eyatise nga ngiteeka ku katandaalo.
2543,2543.0,Ssente zibuze nnyo mu bantu ennaku zino.
2544,2544.0,Abalimi b'ebikajjo banoonya gye baba babitunda.
2545,2545.0,Neewuunya ate abagagga be bataagala kusasula bakozi baabwe.
2546,2546.0,Okuwaayo kimu kya kkumi ku mmaali yo tteeka lya bwakatonda.
2547,2547.0,Kikwewuunyisa ng'abantu be baawa obutimba bw'ensiri ate babulundiramu nkoko.
2548,2548.0,Mukyala wange yannobako lwa kulemera ku mwenge.
2549,2549.0,Nanywa nnyo ssigala mu buvubuka bwange n'andwaaza amawuggwe.
2550,2550.0,Omulimi yenna asobola okuwaanyisa ebirime bye ku ssomero n'ebisale okusomesa abaana.
2551,2551.0,Emmotoka eri yali neetissi nnyo okusinga eno eriwo.
2552,2552.0,Piki piki z'emipiira esatu ziyambye nnyo mu kutambuza ebyamaguzi.
2553,2553.0,Buli we neekuba kalifuuwa oyo omutwe gunnuma nnyo.
